staff_id,staff_gpn,staff_bu_code
37254,CN010641008,CN426
37267,CN010641027,CN426
37269,CN010641087,CN426
37270,CN010641090,CN426
37278,CN010551141,CN403
37283,CN010645746,CN403
37288,CN010641109,CN726
37296,CN010551521,CN405
37303,CN010551673,CN403
37310,CN010552369,CN405
37327,CN010647058,CN407
37331,CN010647073,CN407
37377,CN010649176,CN407
37385,CN010649601,CN403
37386,CN010649611,CN417
37390,CN010641634,CN401
37392,CN010641645,CN401
37394,CN010649911,CN403
37395,CN010649914,CN403
37397,CN010650030,CN401
37399,CN010553321,CN403
37402,CN010553330,CN425
37403,CN010553347,CN725
37404,CN010553349,CN725
37413,CN010650053,CN403
37414,CN010650090,CN401
37421,CN010641675,CN401
37445,CN010641734,CN401
37448,CN010641741,CN401
37449,CN010641760,CN401
37464,CN010553353,CN725
37465,CN010553357,CN725
37470,CN010641830,CN416
37476,CN010641935,CN403
37477,CN010641946,CN403
37479,CN010641956,CN403
37480,CN010553363,CN725
37481,CN010553368,CN425
37488,CN010553679,CN403
37489,CN010553680,CN403
37490,CN010553688,CN403
37491,CN010553691,CN403
37499,CN010641967,CN403
37513,CN010638062,CN415
37518,HK010535493,HK001
37519,HK010535494,HK001
37520,HK010535496,HK001
37586,CN010612082,CN403
37609,CN010640307,CN410
37611,CN010640310,CN413
37640,CN010612515,CN403
37665,CN010613940,CN403
37675,HK010614700,HK001
37703,CN010640980,CN426
37705,CN010640982,CN426
37706,CN010641000,CN426
37707,CN010641020,CN426
37708,CN010615512,CN403
37724,HK010618514,HK001
37726,HK010618518,HK001
37728,CN010641022,CN426
37729,CN010641024,CN426
37730,CN010641035,CN426
37737,CN010641057,CN426
37738,CN010641058,CN426
37745,HK010618535,HK001
37749,CN010641073,CN426
37751,CN010641082,CN426
37776,HK010618628,HK001
37777,HK010618631,HK001
37779,CN010618944,CN407
37828,CN010620678,CN403
37835,HK010542282,HK001
37841,HK010542312,HK001
37846,CN010542387,CN401
37847,CN010542408,CN417
37862,CN010542544,CN401
37880,CN010641629,CN405
37897,CN010641638,CN401
37904,HK010623638,HK001
37905,HK010623640,HK001
37908,HK010623672,HK001
37911,CN010543250,CN401
37918,CN010641672,CN401
37919,CN010641685,CN401
37920,HK010623694,HK001
37923,HK010623722,HK001
37931,HK010623945,HK001
37937,CN010641693,CN401
37938,CN010641696,CN401
37946,CN010624306,CN407
37970,CN010641739,CN401
37977,CN010641757,CN401
38004,CN010657944,CN401
38016,CN010664495,CN401
38050,CN010659098,CN403
38082,CN010559176,CN401
38094,CN010668081,CN403
38106,HK010668495,HK001
38109,CN010559242,CN405
38110,CN010559244,CN401
38111,CN010559246,CN401
38117,CN010669185,CN403
38122,CN010669271,CN403
38154,CN010559415,CN405
38155,CN010559783,CN405
38166,CN010660536,CN405
38168,CN010560196,CN403
38171,CN010560219,CN407
38179,CN010561146,CN403
38200,CN010561538,CN401
38208,CN010684085,CN401
38224,CN010660632,CN401
38227,HK010660642,HK001
38228,HK010660646,HK001
38233,HK010686138,HK001
38241,CN010561561,CN403
38244,CN010561566,CN403
38256,HK010661214,HK070
38309,HK010562728,HK040
38325,CN010562797,CN409
38339,HK010563823,HK001
38346,HK010688818,HK001
38349,HK010563847,HK070
38372,CN010564125,CN414
38378,HK010688848,HK001
38388,HK010564155,HK001
38393,HK010564175,HK001
38407,CN010564281,CN422
38408,CN010564282,CN419
38418,CN010565130,CN401
38444,CN010662576,CN405
38476,HK010663557,HK001
38477,CN010565465,CN416
38482,HK010663558,HK001
38500,CN010566426,CN403
38527,CN010650414,CN403
38537,CN010650484,CN403
38546,HK010650704,HK001
38594,CN010643355,CN401
38595,CN010643640,CN401
38597,CN010643674,CN409
38617,CN010644496,CN401
38620,CN010650890,CN409
38629,CN010645262,CN401
38636,CN010650931,CN403
38645,CN010554208,CN405
38649,CN010650958,CN401
38673,CN010650993,CN401
38689,CN010554681,CN403
38690,CN010554686,CN403
38704,CN010651050,CN401
38708,CN010651184,CN422
38713,CN010554705,CN403
38714,CN010554709,CN403
38719,CN010647576,CN405
38723,CN010554726,CN403
38741,CN010554759,CN403
38748,CN010651197,CN413
38752,CN010554788,CN403
38755,CN010554802,CN407
38792,CN010554845,CN405
38800,CN010649453,CN417
38804,CN010649468,CN417
38808,CN010554870,CN405
38810,CN010554876,CN407
38811,CN010554880,CN407
38817,CN010554937,CN407
38822,CN010653629,CN403
38823,CN010653638,CN416
38832,CN010554959,CN403
38837,CN010554990,CN403
38841,CN010653665,CN403
38842,CN010653667,CN403
38844,CN010653673,CN403
38852,CN010649915,CN403
38853,CN010649917,CN403
38858,CN010653699,CN403
38860,CN010653702,CN403
38861,CN010653705,CN403
38867,CN010555002,CN403
38869,CN010555013,CN403
38872,CN010653706,CN403
38880,CN010650379,CN403
38887,CN010555021,CN403
38892,CN010654506,CN405
38898,CN010650385,CN403
38920,CN010655463,CN401
38922,CN010650394,CN419
38925,CN010650413,CN403
38928,CN010650433,CN403
38929,CN010650434,CN403
38935,CN010656437,CN401
38943,CN010656912,CN403
38962,CN010650457,CN403
38981,CN010555085,CN403
38994,CN010650494,CN403
38998,CN010657920,CN401
39004,CN010657939,CN401
39007,HK010555124,HK001
39010,CN010555141,CN405
39039,CN010556360,CN403
39040,CN010556362,CN403
39041,CN010556366,CN411
39047,CN010556375,CN411
39049,CN010556385,CN422
39051,CN010556415,CN401
39054,CN010650815,CN401
39055,CN010650819,CN401
39057,CN010650827,CN420
39058,CN010650829,CN401
39084,CN010650893,CN401
39085,CN010650894,CN401
39088,CN010650899,CN401
39092,CN010650917,CN401
39099,CN010650945,CN401
39113,CN010651013,CN401
39124,CN010651062,CN401
39148,CN010557112,CN401
39154,HK010660542,HK001
39163,CN010651174,CN419
39176,CN010651194,CN413
39179,CN010557416,CN401
39229,CN010651991,CN403
39233,CN010661212,CN403
39237,CN010558751,CN403
39239,CN010558755,CN403
39244,CN010652524,CN405
39245,CN010652535,CN407
39262,CN010558765,CN401
39267,CN010558799,CN401
39280,CN010653627,CN403
39286,CN010653637,CN411
39296,CN010653676,CN403
39297,CN010653677,CN403
39302,CN010653703,CN403
39303,CN010653704,CN403
39309,CN010558848,CN401
39312,CN010558853,CN401
39316,CN010558866,CN401
39331,CN010558874,CN401
39363,CN010558894,CN401
39365,CN010558902,CN401
39376,CN010656577,CN401
39407,CN010657488,CN401
39420,CN010657877,CN401
39435,CN010663648,CN413
39471,HK010664220,HK001
39500,CN010657922,CN401
39516,CN010566660,CN403
39523,CN010689609,CN403
39534,CN010566774,CN401
39542,CN010689856,CN403
39593,CN010567107,CN405
39599,CN010690573,CN403
39611,CN010690934,CN407
39622,CN010664551,CN401
39623,CN010664557,CN406
39625,HK010664855,HK001
39632,HK010692288,HK001
39633,HK010692291,HK001
39635,HK010692294,HK001
39636,HK010692295,HK001
39637,HK010692298,HK001
39638,HK010692347,HK001
39652,CN010692425,CN405
39653,HK010692433,HK001
39654,HK010692435,HK001
39659,CN010665429,CN405
39668,HK010692450,HK001
39677,CN010568011,CN401
39711,CN010693091,CN405
39728,CN010668080,CN401
39735,HK010693975,HK070
39737,CN010693993,CN420
39802,HK010672984,HK001
39817,CN010570021,CN401
39820,CN010694405,CN425
39821,CN010694411,CN415
39822,CN010694420,CN426
39823,CN010694426,CN406
39824,CN010694429,CN415
39825,CN010694451,CN409
39826,CN010694463,CN417
39827,CN010694468,CN417
39828,CN010694471,CN417
39829,CN010694474,CN417
39830,CN010694493,CN413
39831,CN010694497,CN416
39832,CN010694509,CN410
39843,CN010694518,CN411
39844,CN010694519,CN411
39845,CN010694522,CN411
39846,CN010694533,CN416
39847,CN010694541,CN416
39859,CN010571076,CN403
39866,CN010694548,CN419
39868,CN010694558,CN422
39869,CN010694563,CN422
39870,CN010694567,CN413
39881,CN010694572,CN413
39883,CN010694591,CN413
39884,CN010694596,CN401
39886,CN010694606,CN423
39887,CN010694623,CN401
39888,CN010694627,CN405
39895,CN010694649,CN401
39896,CN010694658,CN403
39897,CN010694661,CN403
39898,CN010694669,CN403
39899,CN010694682,CN403
39910,CN010694698,CN403
39911,CN010694702,CN403
39912,CN010694705,CN403
39913,CN010694709,CN403
39914,CN010694710,CN403
39915,CN010694712,CN403
39916,CN010694722,CN403
39917,CN010694728,CN403
39918,CN010694736,CN403
39919,CN010694738,CN403
39930,CN010694744,CN403
39931,CN010694746,CN403
39932,CN010694761,CN403
39933,CN010694774,CN403
39948,CN010694852,CN403
39949,CN010694856,CN403
39950,CN010694867,CN403
39951,CN010694868,CN403
39952,CN010694869,CN403
39953,CN010694870,CN403
39954,CN010694871,CN403
39956,CN010694874,CN403
39957,CN010694878,CN403
39963,CN010694887,CN407
39964,CN010694888,CN407
39965,CN010694896,CN407
39966,CN010694897,CN405
39967,CN010694904,CN405
39968,CN010694906,CN407
39969,CN010694908,CN407
39970,CN010694909,CN407
39971,CN010694910,CN407
39972,CN010694919,CN405
39983,CN010694922,CN405
39984,CN010694937,CN407
39985,CN010694947,CN405
39986,CN010694952,CN405
39987,CN010694959,CN407
39998,CN010694966,CN407
39999,CN010694968,CN407
40000,CN010694971,CN405
40001,CN010694975,CN405
40002,CN010694987,CN407
40013,CN010694991,CN403
40014,CN010694997,CN403
40015,CN010695012,CN403
40016,CN010695014,CN403
40017,CN010695016,CN403
40018,CN010695018,CN403
40019,CN010695021,CN403
40020,CN010695023,CN403
40021,CN010695029,CN403
40024,CN010575994,CN403
40035,CN010695054,CN417
40036,CN010695067,CN401
40037,CN010695073,CN401
40042,CN010695078,CN401
40043,CN010695091,CN401
40044,CN010695093,CN401
40045,CN010695094,CN401
40047,HK010687637,HK001
40051,HK010687654,HK001
40057,CN010695129,CN401
40058,CN010695137,CN401
40064,CN010695223,CN401
40065,CN010695227,CN401
40066,CN010695228,CN401
40077,CN010695235,CN401
40078,CN010695238,CN401
40079,CN010695239,CN401
40080,CN010695252,CN401
40081,CN010695275,CN401
40096,CN010695279,CN401
40097,CN010695281,CN401
40098,CN010695308,CN401
40099,CN010695309,CN401
40100,CN010695318,CN401
40101,CN010695327,CN401
40102,CN010695332,CN401
40103,CN010695333,CN401
40104,CN010695344,CN401
40121,HK010688760,HK001
40123,HK010688812,HK001
40124,HK010688815,HK001
40146,CN010577945,CN425
40165,HK010688844,HK001
40189,CN010696950,CN406
40192,HK010697198,HK001
40212,HK010697202,HK001
40213,HK010697203,HK001
40214,HK010697212,HK001
40216,HK010697465,HK001
40217,HK010697468,HK001
40218,HK010697480,HK001
40226,CN010698078,CN411
40228,CN010698109,CN407
40236,CN010698508,CN403
40237,CN010698536,CN403
40249,CN010700261,CN401
40251,CN010700463,CN403
40252,CN010700640,CN403
40270,CN010701638,CN401
40290,CN010689624,CN403
40300,HK010690152,HK001
40310,CN010703532,CN417
40320,CN010704232,CN403
40321,CN010704248,CN403
40322,CN010704455,CN430
40327,CN010704839,CN407
40328,HK010704855,HK001
40338,CN010705505,CN401
40343,CN010706016,CN422
40356,CN010706742,CN403
40372,CN010707674,CN417
40375,CN010708800,CN417
40381,CN010709118,CN403
40382,CN010709128,CN417
40389,HK010692285,HK001
40391,HK010692304,HK001
40397,CN010709682,CN401
40400,CN010710758,CN403
40401,CN010710781,CN407
40402,CN010710837,CN403
40408,HK010692330,HK001
40414,CN010711937,CN411
40417,CN010713003,CN410
40425,HK010692428,HK001
40426,HK010692436,HK001
40427,HK010692446,HK001
40430,CN010713264,CN401
40432,CN010713278,CN401
40436,CN010692543,CN401
40438,CN010713725,CN403
40439,CN010713753,CN403
40441,CN010714239,CN405
40442,CN010714535,CN405
40457,CN010715850,CN403
40463,CN010715976,CN401
40464,CN010716083,CN401
40469,CN010717037,CN427
40473,CN010717074,CN427
40477,HK010693981,HK001
40484,HK010694152,HK070
40485,CN010694158,CN403
40486,CN010694182,CN403
40502,CN010607711,CN406
40505,CN011004674,CN403
40506,CN011004702,CN416
40514,CN010607731,CN416
40517,CN010607753,CN416
40518,CN011008079,CN416
40520,CN011008084,CN416
40521,CN011008086,CN416
40522,CN011008091,CN413
40523,CN010607775,CN413
40524,CN010607791,CN413
40525,CN010607797,CN419
40526,CN010607801,CN410
40527,CN010607808,CN410
40528,CN011008108,CN401
40529,CN011008110,CN401
40530,CN011008116,CN422
40531,CN011008129,CN413
40534,CN011008146,CN407
40535,CN011008148,CN427
40537,CN011008160,CN413
40538,CN010607814,CN410
40542,CN010607841,CN414
40543,CN010607845,CN416
40544,CN010607846,CN413
40545,CN010607868,CN415
40547,CN010607883,CN401
40548,CN010607888,CN407
40549,CN010607899,CN407
40552,CN010607913,CN407
40553,CN010607923,CN407
40554,CN010607945,CN401
40555,CN010607953,CN401
40557,CN010607963,CN401
40558,CN011004744,CN403
40563,CN011008165,CN405
40564,CN011008169,CN422
40565,CN011008176,CN401
40566,CN011008178,CN407
40567,CN011008181,CN413
40569,CN011004802,CN405
40574,CN010607977,CN415
40576,CN010607982,CN401
40577,CN010607987,CN401
40579,CN010608038,CN403
40581,CN010608079,CN403
40582,CN010608101,CN403
40583,CN011008183,CN407
40585,CN011008198,CN419
40586,CN011008205,CN422
40587,CN011008207,CN413
40588,CN011008208,CN405
40589,CN011008218,CN401
40591,CN011008230,CN413
40594,CN010608124,CN403
40595,CN010608128,CN403
40597,CN011008241,CN407
40598,CN011008244,CN407
40600,CN011008246,CN405
40601,CN011008247,CN414
40602,CN011008254,CN413
40603,CN011008257,CN401
40604,CN011008272,CN407
40605,CN011008273,CN407
40610,CN010608184,CN403
40616,CN010608195,CN403
40620,CN010608247,CN427
40621,CN011008275,CN422
40622,CN011008278,CN407
40623,CN011008283,CN420
40624,CN011008289,CN403
40625,CN011008297,CN403
40626,CN011008302,CN403
40627,CN011008303,CN403
40628,CN011008308,CN403
40629,CN011008316,CN407
40630,CN011008317,CN407
40631,CN010608249,CN420
40632,CN010608250,CN413
40633,CN010608252,CN420
40634,CN010608262,CN417
40636,CN011008329,CN423
40637,CN011008333,CN416
40638,CN011008334,CN403
40639,CN011008341,CN403
40640,CN011008343,CN403
40641,CN010608294,CN401
40643,CN010608307,CN401
40644,CN010608322,CN401
40645,CN010608329,CN401
40649,CN011004926,CN403
40651,CN010608331,CN401
40652,CN010608336,CN401
40654,CN010608359,CN401
40659,CN010608423,CN405
40660,CN010608427,CN405
40661,CN011008349,CN403
40662,CN011008351,CN403
40663,CN011008356,CN401
40665,CN011008364,CN401
40671,CN011008383,CN403
40672,CN011008395,CN403
40673,CN011008419,CN403
40674,CN011008427,CN401
40675,CN011008437,CN416
40676,CN010608433,CN412
40679,CN010608479,CN405
40683,HK011005010,HK001
40686,CN011008445,CN403
40687,CN011008449,CN416
40688,CN011008460,CN416
40689,CN011008463,CN403
40690,CN011008467,CN403
40691,CN011008481,CN403
40693,CN011008497,CN403
40694,CN011008508,CN403
40695,CN011008513,CN403
40697,CN010608491,CN405
40701,CN011008518,CN403
40703,CN011008533,CN410
40704,CN011008540,CN401
40705,CN011008542,CN403
40706,CN010608528,CN407
40707,CN010608530,CN407
40708,CN010608534,CN407
40710,CN010608549,CN414
40711,CN010608560,CN401
40712,CN010608562,CN401
40713,CN010608567,CN401
40715,CN010608592,CN401
40722,CN011008574,CN401
40724,CN011008583,CN416
40725,CN011008586,CN403
40726,CN010608598,CN401
40727,CN010608600,CN414
40731,CN010608636,CN413
40732,CN010608638,CN401
40733,CN010608648,CN722
40734,CN010608657,CN403
40738,CN011005198,CN405
40739,CN011005221,CN714
40741,CN011008592,CN415
40742,CN011008667,CN407
40743,CN011008669,CN407
40744,CN010608663,CN403
40747,CN010608678,CN403
40749,CN011008673,CN419
40750,CN011008674,CN419
40751,CN011008679,CN419
40752,CN011008684,CN419
40756,CN011005290,CN403
40757,CN011005312,CN401
40761,CN010608710,CN407
40769,CN011005371,CN403
40770,CN011005375,CN403
40771,CN011005383,CN403
40772,CN011005385,CN403
40775,CN011008704,CN405
40776,CN011008714,CN403
40778,CN011005390,CN403
40779,CN011005396,CN403
40783,CN011008721,CN413
40784,CN011008733,CN403
40785,CN011008746,CN405
40792,CN011005455,CN401
40798,CN011005463,CN407
40799,CN011005467,CN401
40800,CN011005470,CN407
40801,CN011005478,CN401
40802,CN011005479,CN401
40808,CN011005480,CN401
40809,CN011005481,CN401
40810,CN011005492,CN403
40811,CN011005498,CN403
40812,CN011005509,CN407
40818,CN011005515,CN401
40819,CN011005523,CN401
40820,CN011005536,CN403
40821,CN011005538,CN401
40825,CN011008857,CN416
40826,CN011008934,CN401
40827,CN011008935,CN401
40835,CN011008969,CN401
40836,CN011008977,CN401
40841,CN011005590,CN401
40850,HK011005671,HK001
40851,HK011005673,HK001
40858,CN011008994,CN401
40860,CN011009004,CN401
40868,CN011009025,CN403
40869,CN011009033,CN403
40881,CN011005677,CN401
40882,CN011005681,CN722
40883,CN011005683,CN401
40888,CN011009100,CN407
40889,CN011009104,CN401
40895,CN011005931,CN403
40905,CN010612050,CN403
40906,CN011006071,CN403
40907,CN011006073,CN401
40908,HK011006174,HK040
40911,CN011009116,CN401
40926,CN010612078,CN403
40936,CN011006263,CN403
40937,CN011006264,CN407
40938,CN011006273,CN403
40939,CN011006277,CN403
40940,CN011006298,CN401
40947,CN011009209,CN405
40952,CN010612110,CN403
40956,CN011006323,CN403
40961,HK011009267,HK001
40967,CN010612454,CN405
40970,CN010612480,CN407
40983,HK011009352,HK070
40994,CN011006622,CN407
40995,CN011006627,CN401
40996,CN011006630,CN401
40997,CN011006631,CN403
40999,CN011006665,CN401
41001,CN011002390,CN405
41002,HK011002409,HK001
41008,CN011002411,CN401
41009,CN011002428,CN413
41010,CN011002446,CN401
41012,CN011002473,CN401
41021,CN010703032,CN722
41023,CN011002482,CN417
41024,CN011002483,CN403
41026,CN011002514,CN401
41028,CN011002539,CN405
41030,CN011002547,CN401
41032,CN011002596,CN427
41035,CN011002633,CN403
41036,CN011002644,CN403
41037,CN011002650,CN403
41038,CN011002659,CN401
41039,CN011002661,CN406
41041,CN011002697,CN403
41042,CN011002706,CN409
41043,CN011002708,CN403
41044,CN011002715,CN407
41047,CN011002790,CN401
41053,CN011002812,CN401
41054,CN011002813,CN405
41058,CN011002824,CN401
41061,CN011002862,CN401
41066,CN011002936,CN401
41067,HK011002963,HK001
41075,CN011002976,CN401
41077,CN011003002,CN405
41086,CN011003018,CN401
41088,CN011003049,CN419
41090,CN011003054,CN423
41097,CN011003098,CN401
41099,CN011003129,CN401
41100,CN011003136,CN403
41102,CN011003166,CN401
41103,CN011003172,CN401
41109,CN010705345,CN401
41110,CN011003182,CN403
41111,CN011003187,CN403
41113,CN011003205,CN407
41126,HK010604075,HK040
41131,CN010706287,CN405
41136,CN010707131,CN717
41138,CN010707148,CN417
41139,CN010707154,CN417
41145,CN011003283,CN401
41156,CN011003429,CN405
41158,CN011003449,CN401
41159,CN010707159,CN417
41160,CN010707167,CN417
41161,CN010707168,CN401
41163,CN010707237,CN401
41168,CN010709119,CN417
41175,CN010709544,CN401
41178,CN010710747,CN403
41179,CN010711110,CN401
41180,CN010711112,CN401
41181,CN010711385,CN417
41182,CN010711763,CN401
41198,HK010712232,HK001
41201,CN010712673,CN411
41210,CN010713248,CN415
41213,CN011003459,CN401
41215,CN011003470,CN411
41216,CN011003477,CN403
41217,CN010713361,CN416
41219,CN010713752,CN403
41220,CN010713793,CN403
41221,CN011003480,CN403
41222,CN011003496,CN401
41227,CN010714519,CN415
41234,CN011003620,CN405
41237,CN010714993,CN403
41240,CN011003674,CN407
41241,CN011003678,CN416
41244,CN011003733,CN407
41249,CN011003770,CN401
41250,CN011003797,CN407
41253,CN011003830,CN401
41254,CN011003848,CN403
41257,HK011003864,HK001
41258,CN011003937,CN403
41259,CN011003961,CN412
41262,CN011003980,CN401
41264,CN011003987,CN405
41266,CN011003995,CN401
41268,HK011004012,HK001
41269,CN011004033,CN405
41272,CN011004087,CN401
41274,CN011004102,CN401
41276,CN010715186,CN407
41277,CN010715250,CN401
41310,CN011004182,CN401
41311,CN011004194,CN403
41328,CN011004485,CN403
41329,CN011004486,CN401
41336,CN011004623,CN401
41342,CN011004712,CN401
41356,CN011004876,CN403
41360,CN011004911,CN407
41364,CN011004923,CN403
41371,CN011004972,CN403
41376,HK011005046,HK001
41379,CN011005119,CN403
41382,CN011005150,CN403
41389,CN011005228,CN403
41390,CN011005233,CN403
41406,CN011005382,CN403
41407,CN011005394,CN403
41414,CN011005458,CN403
41415,CN011005466,CN401
41416,CN011005468,CN403
41417,CN011005477,CN401
41418,CN011005484,CN401
41419,CN011005490,CN401
41420,CN011005491,CN407
41422,CN011005496,CN407
41423,CN011005501,CN401
41424,CN011005503,CN401
41425,CN011005514,CN401
41427,CN011005526,CN401
41428,CN011005537,CN407
41431,CN011005543,CN401
41437,HK011005631,HK001
41440,CN011005648,CN401
41447,CN011005710,CN401
41449,HK011005869,HK001
41451,CN011005873,CN401
